,Type,Date,Num,Memo,Name,Item,Qty,U/M,Sales Price,Amount,Balance
,Invoice,8/31/2023,17585,Sep-17,Freedom Star General Trading Co. LLC,36080 (SEPT 2017),1,,175,175,142520.26
,Invoice,8/31/2023,17585,Sep-12,Freedom Star General Trading Co. LLC,35903 (SEPT 2012),1,,30,30,142550.26
,Invoice,8/31/2023,17585,Aug-16,Freedom Star General Trading Co. LLC,36321 (AUG 2016),1,,175,175,142725.26
,Invoice,8/31/2023,17585,Jun-16,Freedom Star General Trading Co. LLC,36307 (JUNE 2016),1,,175,175,142900.26
,Invoice,8/31/2023,17585,May-10,Freedom Star General Trading Co. LLC,36308 (MAY 2010),1,,30,30,142930.26
,Invoice,8/31/2023,17585,Nov-16,Freedom Star General Trading Co. LLC,35133 (NOV 2016),1,,200,200,143130.26
,Invoice,8/31/2023,17585,Jul-16,Freedom Star General Trading Co. LLC,35624 (JULY 2016),1,,200,200,143330.26
,Invoice,8/31/2023,17585,Feb-12,Freedom Star General Trading Co. LLC,36496 (FEB 2012),1,,60,60,143390.26
,Invoice,8/31/2023,17585,Jan-13,Freedom Star General Trading Co. LLC,36507 (JAN 2013),1,,60,60,143450.26
,Invoice,8/31/2023,17585,Nov-17,Freedom Star General Trading Co. LLC,36517 (NOV 2017),1,,150,150,143600.26
,Invoice,8/31/2023,17585,Aug-16,Freedom Star General Trading Co. LLC,36518 (AUG 2016),1,,150,150,143750.26
,Invoice,8/31/2023,17585,Feb-11,Freedom Star General Trading Co. LLC,36468 (FEB 2011),1,,150,150,143900.26
,Invoice,8/31/2023,17585,Apr-12,Freedom Star General Trading Co. LLC,36798 (APR 2012),1,,150,150,144050.26
,Invoice,8/31/2023,17585,Feb-12,Freedom Star General Trading Co. LLC,36761 (FEB 2012),1,,150,150,144200.26
,Invoice,8/31/2023,17585,Nov-14,Freedom Star General Trading Co. LLC,36759 (NOV 2014),1,,150,150,144350.26
,Invoice,8/31/2023,17585,Jan-15,Freedom Star General Trading Co. LLC,36429 (JAN 2015),1,,150,150,144500.26
,Invoice,8/31/2023,17585,Jan-17,Freedom Star General Trading Co. LLC,36760 (JAN 2017),1,,150,150,144650.26
,Invoice,8/31/2023,17585,Oct-16,Freedom Star General Trading Co. LLC,36777 (OCT 2016),1,,150,150,144800.26
,Invoice,8/31/2023,17585,Jan-17,Freedom Star General Trading Co. LLC,36778 (JAN 2017),1,,150,150,144950.26
,Invoice,8/31/2023,17585,Oct-16,Freedom Star General Trading Co. LLC,36785 (OCT 2016),1,,150,150,145100.26
,Invoice,8/31/2023,17585,Jan-17,Freedom Star General Trading Co. LLC,36794 (JAN 2017),1,,150,150,145250.26
,Invoice,8/31/2023,17585,Aug-10,Freedom Star General Trading Co. LLC,36580 (AUG 2010),1,,150,150,145400.26
,Invoice,8/31/2023,17585,Jul-10,Freedom Star General Trading Co. LLC,36779 (JULY 2010),1,,150,150,145550.26
,Invoice,8/31/2023,17585,Sep-12,Freedom Star General Trading Co. LLC,36782 (SEPT 2012),1,,150,150,145700.26
,Invoice,8/31/2023,17585,Nov-10,Freedom Star General Trading Co. LLC,36461 (NOV 2010),1,,150,150,145850.26
,Invoice,8/31/2023,17585,May-16,Freedom Star General Trading Co. LLC,36792 (MAY 2016),1,,150,150,146000.26
,Invoice,8/31/2023,17585,Jan-16,Freedom Star General Trading Co. LLC,36783 (JAN 2016),1,,150,150,146150.26
,Invoice,8/31/2023,17585,LOADING,Freedom Star General Trading Co. LLC,LOADING,1,,1600,1600,147750.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,32504,1,,50,50,147800.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,32516,1,,50,50,147850.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,32514,1,,50,50,147900.26
,Invoice,8/31/2023,17585,1 ROLL  JUNE 2009,Freedom Star General Trading Co. LLC,34903 (1 ROLL  JUNE 2009),1,,175,175,148075.26
,Invoice,8/31/2023,17585,2 ROLLS  OCT 2010,Freedom Star General Trading Co. LLC,35002 (2 ROLLS  OCT 2010),1,,175,175,148250.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,36901,1,,250,250,148500.26
,Invoice,8/31/2023,17585,BLDG C LL,Freedom Star General Trading Co. LLC,33981 (BLDG C LL),1,,250,250,148750.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,35686,1,,250,250,149000.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,35687,1,,250,250,149250.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,37000,1,,150,150,149400.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,37131,1,,150,150,149550.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,37134,1,,150,150,149700.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,37136,1,,150,150,149850.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,37182,1,,150,150,150000.26
,Invoice,8/31/2023,17585,3 CASS  SEPT 2017,Freedom Star General Trading Co. LLC,36951 (3 CASS  SEPT 2017),1,,150,150,150150.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,37015,1,,150,150,150300.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,37016,1,,150,150,150450.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,37145,1,,170,170,150620.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,37010,1,,170,170,150790.26
,Invoice,8/31/2023,17585,Aug-10,Freedom Star General Trading Co. LLC,35246 (AUG 2010),1,,30,30,150820.26
,Invoice,8/31/2023,17585,Jul-11,Freedom Star General Trading Co. LLC,36418 (JULY 2011),1,,30,30,150850.26
,Invoice,8/31/2023,17585,Jul-11,Freedom Star General Trading Co. LLC,36422 (JULY 2011),1,,30,30,150880.26
,Invoice,8/31/2023,17585,Jun-11,Freedom Star General Trading Co. LLC,35249 (JUNE 2011),1,,30,30,150910.26
,Invoice,8/31/2023,17585,Nov-14,Freedom Star General Trading Co. LLC,35894 (NOV 2014),1,,90,90,151000.26
,Invoice,8/31/2023,17585,Nov-14,Freedom Star General Trading Co. LLC,35895 (NOV 2014),1,,90,90,151090.26
,Invoice,8/31/2023,17585,AUG 2014  3 CASS/IN-FIN,Freedom Star General Trading Co. LLC,35901 (AUG 2014  3 CASS/IN-FIN),1,,90,90,151180.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,36097,1,,50,50,151230.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,37119,1,,90,90,151320.26
,Invoice,8/31/2023,17585,8/15/2023,Freedom Star General Trading Co. LLC,37127,1,,70,70,151390.26
,Invoice,8/31/2023,17585,2 CASS/IN FIN,Freedom Star General Trading Co. LLC,37209 (2 CASS/IN FIN),1,,70,70,151460.26
,Invoice,8/31/2023,17585,2 CASS/IN FIN,Freedom Star General Trading Co. LLC,37240 (2 CASS/IN FIN),1,,50,50,151510.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,RICOH,2,,50,100,151610.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,RICOH,1,,50,50,151660.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,RICOH,7,,50,350,152010.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,RICOH,9,,50,450,152460.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,RICOH,4,,50,200,152660.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA  Inv,1,,50,50,152710.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA  Inv,6,,50,300,153010.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA  Inv,7,,60,420,153430.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA  Inv,1,,85,85,153515.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA  Inv,1,,40,40,153555.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA  Inv,6,,50,300,153855.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA  Inv,3,,50,150,154005.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA  Inv,4,,50,200,154205.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA  Inv,10,,50,500,154705.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA  Inv,4,,50,200,154905.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA  Inv,11,,150,1650,156555.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA  Inv,3,,150,450,157005.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA  Inv,1,,170,170,157175.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA  Inv,6,,170,1020,158195.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA  Inv,2,,150,300,158495.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,KONICA MINOLTA,1,,150,150,158645.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA,4,,70,280,158925.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA  Inv,1,,70,70,158995.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,KONICA MINOLTA,1,,230,230,159225.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA,3,,60,180,159405.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA,1,,60,60,159465.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA,1,,50,50,159515.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA,1,,25,25,159540.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA,3,,25,75,159615.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA,1,,25,25,159640.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA,1,,0,0,159640.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA,1,,70,70,159710.26
,Invoice,9/28/2023,17651,,Freedom Star General Trading Co. LLC,TOSHIBA,1,,50,50,159760.26
,Invoice,9/28/2023,17651,LOADING,Freedom Star General Trading Co. LLC,LOADING,1,,1600,1600,161360.26
,Credit Memo,10/16/2023,17665,Credit wire fee from 10/16/2023 payment (applied to #17651),Freedom Star General Trading Co. LLC,CREDIT,-1,,14.7,-14.7,161345.56
,Invoice,12/5/2023,17714,VOID:,Freedom Star General Trading Co. LLC,30054,0,,30,0,161345.56
,Invoice,12/5/2023,17714,VOID:,Freedom Star General Trading Co. LLC,30055,0,,30,0,161345.56
,Invoice,12/5/2023,17714,VOID:,Freedom Star General Trading Co. LLC,30056,0,,30,0,161345.56
,Invoice,12/5/2023,17714,4 TRAYS,Freedom Star General Trading Co. LLC,38665 (4 TRAYS),0,,30,0,161345.56
,Invoice,12/5/2023,17714,DEC 2015  4 TRAYS,Freedom Star General Trading Co. LLC,38666 (DEC 2015  4 TRAYS),0,,30,0,161345.56
,Invoice,12/5/2023,17714,4 CASS,Freedom Star General Trading Co. LLC,37912 (4 CASS),0,,30,0,161345.56
,Invoice,12/5/2023,17714,VOID:,Freedom Star General Trading Co. LLC,38038,0,,30,0,161345.56
,Invoice,12/5/2023,17714,VOID:,Freedom Star General Trading Co. LLC,32500,0,,30,0,161345.56
,Invoice,12/5/2023,17714,VOID:,Freedom Star General Trading Co. LLC,31720 (ANNEX),0,,30,0,161345.56
,Invoice,12/5/2023,17714,COLOR LASER JET FLOW,Freedom Star General Trading Co. LLC,37759 (COLOR LASER JET FLOW),0,,30,0,161345.56
,Invoice,12/5/2023,17714,VOID:,Freedom Star General Trading Co. LLC,PA0879,0,,30,0,161345.56
,Invoice,12/5/2023,17714,ANNEX,Freedom Star General Trading Co. LLC,31726 (ANNEX),0,,30,0,161345.56
,Invoice,12/5/2023,17714,4 TRAYS  FEB 2016,Freedom Star General Trading Co. LLC,38245 (4 TRAYS  FEB 2016),0,,30,0,161345.56
,Invoice,12/5/2023,17714,MAR 2018  4 TRAYS,Freedom Star General Trading Co. LLC,38779 (MAR 2018  4 TRAYS),0,,300,0,161345.56
,Invoice,12/5/2023,17714,VOID:,Freedom Star General Trading Co. LLC,37696,0,,1500,0,161345.56
,Invoice,12/5/2023,17714,3 CASS,Freedom Star General Trading Co. LLC,37352 (3 CASS),0,,50,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS,Freedom Star General Trading Co. LLC,38417 (2 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,3 TRAYS,Freedom Star General Trading Co. LLC,38818 (3 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,3 TRAYS,Freedom Star General Trading Co. LLC,38819 (3 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,4 TRAYS,Freedom Star General Trading Co. LLC,38817 (4 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS,Freedom Star General Trading Co. LLC,38734 (2 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS,Freedom Star General Trading Co. LLC,38416 (2 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS,Freedom Star General Trading Co. LLC,38418 (2 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS,Freedom Star General Trading Co. LLC,38419 (2 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,3 TRAYS,Freedom Star General Trading Co. LLC,38412 (3 TRAYS),0,,150,0,161345.56
,Invoice,12/5/2023,17714,4 TRAYS,Freedom Star General Trading Co. LLC,38414 (4 TRAYS),0,,150,0,161345.56
,Invoice,12/5/2023,17714,4 TRAYS,Freedom Star General Trading Co. LLC,38415 (4 TRAYS),0,,150,0,161345.56
,Invoice,12/5/2023,17714,4 TRAYS,Freedom Star General Trading Co. LLC,38599 (4 TRAYS),0,,150,0,161345.56
,Invoice,12/5/2023,17714,3 TRAYS,Freedom Star General Trading Co. LLC,38789 (3 TRAYS),0,,150,0,161345.56
,Invoice,12/5/2023,17714,VOID:,Freedom Star General Trading Co. LLC,37786,0,,50,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS,Freedom Star General Trading Co. LLC,38497 (2 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,4 TRAYS,Freedom Star General Trading Co. LLC,38453 (4 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,3 TRAYS,Freedom Star General Trading Co. LLC,38462 (3 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS,Freedom Star General Trading Co. LLC,38463 (2 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,3 TRAYS,Freedom Star General Trading Co. LLC,38476 (3 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS,Freedom Star General Trading Co. LLC,38493 (2 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,3 TRAYS,Freedom Star General Trading Co. LLC,38473 (3 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS,Freedom Star General Trading Co. LLC,38481 (2 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,3 TRAYS,Freedom Star General Trading Co. LLC,38486 (3 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,3 TRAYS,Freedom Star General Trading Co. LLC,38468 (3 TRAYS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,2 CASS,Freedom Star General Trading Co. LLC,38180 (2 CASS),0,,80,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS,Freedom Star General Trading Co. LLC,38492 (2 TRAYS),0,,150,0,161345.56
,Invoice,12/5/2023,17714,4 TRAYS,Freedom Star General Trading Co. LLC,38495 (4 TRAYS),0,,150,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS,Freedom Star General Trading Co. LLC,38491 (2 TRAYS),0,,150,0,161345.56
,Invoice,12/5/2023,17714,4 TRAYS,Freedom Star General Trading Co. LLC,38475 (4 TRAYS),0,,150,0,161345.56
,Invoice,12/5/2023,17714,4 TRAYS,Freedom Star General Trading Co. LLC,38459 (4 TRAYS),0,,150,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS,Freedom Star General Trading Co. LLC,38370 (2 TRAYS),0,,150,0,161345.56
,Invoice,12/5/2023,17714,3 CASS,Freedom Star General Trading Co. LLC,38394 (3 CASS),0,,150,0,161345.56
,Invoice,12/5/2023,17714,4 TRAYS,Freedom Star General Trading Co. LLC,38774 (4 TRAYS),0,,100,0,161345.56
,Invoice,12/5/2023,17714,2 CASS  CRACKED BACK PANEL,Freedom Star General Trading Co. LLC,38146 (2 CASS  CRACKED BACK PANEL),0,,150,0,161345.56
,Invoice,12/5/2023,17714,VOID:,Freedom Star General Trading Co. LLC,38104,0,,200,0,161345.56
,Invoice,12/5/2023,17714,VOID:,Freedom Star General Trading Co. LLC,37806,0,,850,0,161345.56
,Invoice,12/5/2023,17714,3 TRAYS SR4120 FIN,Freedom Star General Trading Co. LLC,38569 (3 TRAYS SR4120 FIN),0,,850,0,161345.56
,Invoice,12/5/2023,17714,FEB 2011  3 TRAYS,Freedom Star General Trading Co. LLC,38626 (FEB 2011  3 TRAYS),0,,125,0,161345.56
,Invoice,12/5/2023,17714,FEB 2011  2 TRAYS,Freedom Star General Trading Co. LLC,38628 (FEB 2011  2 TRAYS),0,,125,0,161345.56
,Invoice,12/5/2023,17714,FEB 2011  2 TRAYS,Freedom Star General Trading Co. LLC,38629 (FEB 2011  2 TRAYS),0,,125,0,161345.56
,Invoice,12/5/2023,17714,MAR 2011  2 TRAYS,Freedom Star General Trading Co. LLC,38656 (MAR 2011  2 TRAYS),0,,125,0,161345.56
,Invoice,12/5/2023,17714,FEB 2011  3 TRAYS,Freedom Star General Trading Co. LLC,38660 (FEB 2011  3 TRAYS),0,,125,0,161345.56
,Invoice,12/5/2023,17714,JUNE 2012 CRACKED DISPLAY,Freedom Star General Trading Co. LLC,36423 (JUNE 2012 CRACKED DISPLAY),0,,100,0,161345.56
,Invoice,12/5/2023,17714,MAR 2011  3 TRAYS,Freedom Star General Trading Co. LLC,38630 (MAR 2011  3 TRAYS),0,,125,0,161345.56
,Invoice,12/5/2023,17714,3 TRAYS,Freedom Star General Trading Co. LLC,38627 (3 TRAYS),0,,125,0,161345.56
,Invoice,12/5/2023,17714,VOID:,Freedom Star General Trading Co. LLC,PA0305,0,,125,0,161345.56
,Invoice,12/5/2023,17714,VOID:,Freedom Star General Trading Co. LLC,38023,0,,125,0,161345.56
,Invoice,12/5/2023,17714,OCT 2012  2 TRAYS,Freedom Star General Trading Co. LLC,38650 (OCT 2012  2 TRAYS),0,,50,0,161345.56
,Invoice,12/5/2023,17714,JAN 2013  2 TRAYS,Freedom Star General Trading Co. LLC,38659 (JAN 2013  2 TRAYS),0,,50,0,161345.56
,Invoice,12/5/2023,17714,JUNE 2014  2 TRAYS,Freedom Star General Trading Co. LLC,38807 (JUNE 2014  2 TRAYS),0,,50,0,161345.56
,Invoice,12/5/2023,17714,FEB 2018  NO HD,Freedom Star General Trading Co. LLC,36247 (FEB 2018  NO HD),0,,130,0,161345.56
,Invoice,12/5/2023,17714,MAY 2018  2 TRAYS,Freedom Star General Trading Co. LLC,38638 (MAY 2018  2 TRAYS),0,,130,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS,Freedom Star General Trading Co. LLC,38664 (2 TRAYS),0,,130,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS  APR 2012,Freedom Star General Trading Co. LLC,38421 (2 TRAYS  APR 2012),0,,50,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS,Freedom Star General Trading Co. LLC,38651 (2 TRAYS),0,,130,0,161345.56
,Invoice,12/5/2023,17714,APR 2012  3 TRAYS,Freedom Star General Trading Co. LLC,38744 (APR 2012  3 TRAYS),0,,50,0,161345.56
,Invoice,12/5/2023,17714,3 TRAYS  MAY 2013,Freedom Star General Trading Co. LLC,38399 (3 TRAYS  MAY 2013),0,,50,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS  DEC 2013,Freedom Star General Trading Co. LLC,38411 (2 TRAYS  DEC 2013),0,,50,0,161345.56
,Invoice,12/5/2023,17714,4 TRAYS  JULY 2015,Freedom Star General Trading Co. LLC,38397 (4 TRAYS  JULY 2015),0,,50,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS  SEPT 2015,Freedom Star General Trading Co. LLC,38400 (2 TRAYS  SEPT 2015),0,,50,0,161345.56
,Invoice,12/5/2023,17714,2 TRAYS  SEPT 2015,Freedom Star General Trading Co. LLC,38401 (2 TRAYS  SEPT 2015),0,,50,0,161345.56
,Invoice,12/5/2023,17714,JUNE 2015  3 TRAYS,Freedom Star General Trading Co. LLC,38752 (JUNE 2015  3 TRAYS),0,,50,0,161345.56
,Invoice,12/14/2023,17721,VOID: 12/12/2023,Freedom Star General Trading Co. LLC,30054,0,,30,0,161345.56
,Invoice,12/14/2023,17721,VOID: 12/12/2023,Freedom Star General Trading Co. LLC,30055,0,,30,0,161345.56
,Invoice,12/14/2023,17721,VOID: 12/12/2023,Freedom Star General Trading Co. LLC,30056,0,,30,0,161345.56
,Invoice,12/14/2023,17721,4 TRAYS,Freedom Star General Trading Co. LLC,38665 (4 TRAYS),0,,30,0,161345.56
,Invoice,12/14/2023,17721,DEC 2015  4 TRAYS,Freedom Star General Trading Co. LLC,38666 (DEC 2015  4 TRAYS),0,,30,0,161345.56
,Invoice,12/14/2023,17721,4 CASS,Freedom Star General Trading Co. LLC,37912 (4 CASS),0,,30,0,161345.56
,Invoice,12/14/2023,17721,VOID: 12/12/2023,Freedom Star General Trading Co. LLC,38038,0,,30,0,161345.56
,Invoice,12/14/2023,17721,VOID: 12/12/2023,Freedom Star General Trading Co. LLC,32500,0,,30,0,161345.56
,Invoice,12/14/2023,17721,ANNEX,Freedom Star General Trading Co. LLC,31720 (ANNEX),0,,30,0,161345.56
,Invoice,12/14/2023,17721,COLOR LASER JET FLOW,Freedom Star General Trading Co. LLC,37759 (COLOR LASER JET FLOW),0,,30,0,161345.56
,Invoice,12/14/2023,17721,VOID: 12/12/2023,Freedom Star General Trading Co. LLC,PA0879,0,,30,0,161345.56
,Invoice,12/14/2023,17721,ANNEX,Freedom Star General Trading Co. LLC,31726 (ANNEX),0,,30,0,161345.56
,Invoice,12/14/2023,17721,4 TRAYS  FEB 2016,Freedom Star General Trading Co. LLC,38245 (4 TRAYS  FEB 2016),0,,30,0,161345.56
,Invoice,12/14/2023,17721,3 CASS,Freedom Star General Trading Co. LLC,37352 (3 CASS),0,,50,0,161345.56
,Invoice,12/14/2023,17721,3 TRAYS R P D S,Freedom Star General Trading Co. LLC,38953 (3 TRAYS R P D S),0,,70,0,161345.56
,Invoice,12/14/2023,17721,3 TRAYS R P D S,Freedom Star General Trading Co. LLC,38948 (3 TRAYS R P D S),0,,70,0,161345.56
,Invoice,12/14/2023,17721,2 TRAYS,Freedom Star General Trading Co. LLC,38417 (2 TRAYS),0,,70,0,161345.56
,Invoice,12/14/2023,17721,3 TRAYS,Freedom Star General Trading Co. LLC,38818 (3 TRAYS),0,,70,0,161345.56
,Invoice,12/14/2023,17721,3 TRAYS,Freedom Star General Trading Co. LLC,38819 (3 TRAYS),0,,80,0,161345.56
,Invoice,12/14/2023,17721,4 TRAYS,Freedom Star General Trading Co. LLC,38817 (4 TRAYS),0,,80,0,161345.56
,Invoice,12/14/2023,17721,3 TRAYS,Freedom Star General Trading Co. LLC,38866 (3 TRAYS),0,,80,0,161345.56
,Invoice,12/14/2023,17721,2 TRAYS,Freedom Star General Trading Co. LLC,38734 (2 TRAYS),0,,70,0,161345.56
,Invoice,12/14/2023,17721,3 TRAYS R P D S,Freedom Star General Trading Co. LLC,38951 (3 TRAYS R P D S),0,,70,0,161345.56
,Invoice,12/14/2023,17721,2 TRAYS,Freedom Star General Trading Co. LLC,38416 (2 TRAYS),0,,70,0,161345.56
,Invoice,12/14/2023,17721,2 TRAYS,Freedom Star General Trading Co. LLC,38418 (2 TRAYS),0,,70,0,161345.56
,Invoice,12/14/2023,17721,2 TRAYS,Freedom Star General Trading Co. LLC,38419 (2 TRAYS),0,,70,0,161345.56
,Invoice,12/14/2023,17721,2 TRAYS,Freedom Star General Trading Co. LLC,38497 (2 TRAYS),0,,70,0,161345.56
,Invoice,12/14/2023,17721,4 TRAYS,Freedom Star General Trading Co. LLC,38453 (4 TRAYS),0,,70,0,161345.56
,Invoice,12/14/2023,17721,3 TRAYS,Freedom Star General Trading Co. LLC,38462 (3 TRAYS),0,,70,0,161345.56
,Invoice,12/14/2023,17721,2 TRAYS,Freedom Star General Trading Co. LLC,38463 (2 TRAYS),0,,70,0,161345.56
,Invoice,12/14/2023,17721,3 TRAYS,Freedom Star General Trading Co. LLC,38476 (3 TRAYS),0,,70,0,161345.56
,Invoice,12/14/2023,17721,2 TRAYS,Freedom Star General Trading Co. LLC,38493 (2 TRAYS),0,,70,0,161345.56
,Invoice,12/14/2023,17721,3 TRAYS,Freedom Star General Trading Co. LLC,38473 (3 TRAYS),0,,70,0,161345.56
,Invoice,12/14/2023,17721,2 TRAYS,Freedom Star General Trading Co. LLC,38481 (2 TRAYS),0,,70,0,161345.56
,Invoice,12/14/2023,17721,3 TRAYS,Freedom Star General Trading Co. LLC,38486 (3 TRAYS),0,,70,0,161345.56
,Invoice,12/14/2023,17721,3 TRAYS,Freedom Star General Trading Co. LLC,38468 (3 TRAYS),0,,70,0,161345.56
,Invoice,12/14/2023,17721,2 CASS,Freedom Star General Trading Co. LLC,38180 (2 CASS),0,,70,0,161345.56
,Invoice,12/14/2023,17721,2 TRAYS,Freedom Star General Trading Co. LLC,38492 (2 TRAYS),0,,150,0,161345.56
,Invoice,12/14/2023,17721,4 TRAYS,Freedom Star General Trading Co. LLC,38495 (4 TRAYS),0,,150,0,161345.56
,Invoice,12/14/2023,17721,2 TRAYS,Freedom Star General Trading Co. LLC,38491 (2 TRAYS),0,,150,0,161345.56
,Invoice,12/14/2023,17721,4 TRAYS,Freedom Star General Trading Co. LLC,38475 (4 TRAYS),0,,150,0,161345.56
,Invoice,12/14/2023,17721,4 TRAYS,Freedom Star General Trading Co. LLC,38459 (4 TRAYS),0,,150,0,161345.56
,Invoice,12/14/2023,17721,3 TRAYS R P D S,Freedom Star General Trading Co. LLC,38977 (3 TRAYS R P D S),0,,150,0,161345.56
,Invoice,12/14/2023,17721,2 TRAYS,Freedom Star General Trading Co. LLC,38370 (2 TRAYS),0,,150,0,161345.56
,Invoice,12/14/2023,17721,3 CASS,Freedom Star General Trading Co. LLC,38394 (3 CASS),0,,150,0,161345.56
,Invoice,12/14/2023,17721,3 TRAYS,Freedom Star General Trading Co. LLC,38867 (3 TRAYS),0,,150,0,161345.56
